Place,HelmName,Fleet,Status
1,Adrian Wallis,Men's Sailboard,Gold Fleet
2,Nic Dodd,Men's Sailboard,Gold Fleet
3,Thomas Eskdale,Men's Sailboard,Gold Fleet
4,Gavin Nicholson,Men's Sailboard,Gold Fleet
5,Scotty Stallman,Men's Sailboard,Youth Fleet
