Place,HelmName,Fleet,Status
1,Thomas Eskdale,Men's Sailboard,Gold Fleet
2,Dave Strudwick,Men's Sailboard,Gold Fleet
3,Scotty Stallman,Men's Sailboard,Youth Fleet
4,Adrian Wallis,Men's Sailboard,Gold Fleet
5,Gavin Nicholson,Men's Sailboard,Gold Fleet
6,Tyler Baker,Men's Sailboard,Youth Fleet
7,James Faley,Men's Sailboard,Youth Fleet
