Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,28.13,Kite Board,Cyril Pimont,10,2
2,28.08,Kite Board,Cory Roeseler,11,24
3,24.45,Kite Board,Emmanuel Taub,5,26
