Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2002-09-29,11:47:45,171,13.31,13.00,13.00,1.02
2002-09-29,11:51:05,27,17.98,13.00,17.00,1.20
2002-09-29,11:52:40,171,19.08,13.00,12.00,1.53
2002-09-29,11:54:39,181,22.01,13.00,13.00,1.69
2002-09-29,12:00:45,141,17.17,14.00,11.00,1.37
2002-09-29,12:03:39,181,21.80,13.00,15.00,1.56
2002-09-29,12:08:29,181,21.70,14.00,14.00,1.55
2002-09-29,12:10:57,141,17.24,11.00,13.00,1.44
2002-09-29,12:12:47,181,22.23,12.00,15.00,1.65
2002-09-29,12:14:41,27,19.37,15.00,14.00,1.34
2002-09-29,12:16:44,141,17.63,14.00,12.00,1.36
2002-09-29,12:17:35,181,22.71,13.00,17.00,1.51
2002-09-29,12:19:33,27,19.58,14.00,14.00,1.40
2002-09-29,12:20:33,508,9.99,13.00,15.00,0.71
2002-09-29,12:21:39,8,18.78,13.00,11.00,1.57
2002-09-29,12:23:05,141,18.05,14.00,14.00,1.29
2002-09-29,12:25:19,27,18.74,14.00,14.00,1.34
2002-09-29,12:26:17,8,18.76,14.00,15.00,1.29
2002-09-29,12:26:50,99,8.55,15.00,13.00,0.61
2002-09-29,12:31:45,8,18.16,11.00,13.00,1.51
2002-09-29,12:32:06,99,9.25,14.00,13.00,0.68
2002-09-29,12:32:11,27,19.33,13.00,13.00,1.49
2002-09-29,12:32:51,141,19.54,13.00,16.00,1.35
2002-09-29,12:34:42,458,9.65,15.00,11.00,0.74
2002-09-29,12:37:55,8,17.89,11.00,15.00,1.38
2002-09-29,12:39:44,99,10.39,14.00,10.00,0.87
2002-09-29,12:40:36,508,11.26,11.00,14.00,0.90
2002-09-29,12:43:38,181,19.58,13.00,11.00,1.63
2002-09-29,12:46:06,8,17.34,10.00,14.00,1.44
2002-09-29,12:47:33,141,17.61,15.00,10.00,1.41
2002-09-29,12:47:46,458,5.47,13.00,13.00,0.42
2002-09-29,12:47:54,27,15.63,13.00,9.00,1.42
2002-09-29,12:48:02,99,7.46,15.00,13.00,0.53
2002-09-29,12:48:44,66,4.08,13.00,13.00,0.31
2002-09-29,12:56:51,458,9.91,17.00,13.00,0.66
2002-09-29,13:01:45,508,12.48,12.00,13.00,1.00
2002-09-29,13:01:56,181,4.95,13.00,13.00,0.38
2002-09-29,13:03:31,458,9.81,9.00,12.00,0.93
2002-09-29,13:05:15,27,16.07,10.00,13.00,1.40
2002-09-29,13:08:18,75,14.99,12.00,14.00,1.15
2002-09-29,13:08:43,53,19.08,12.00,15.00,1.41
2002-09-29,13:10:31,458,9.70,12.00,13.00,0.78
2002-09-29,13:11:34,508,13.55,12.00,13.00,1.08
2002-09-29,13:13:39,27,17.11,13.00,13.00,1.32
2002-09-29,13:19:54,508,12.77,14.00,16.00,0.85
2002-09-29,13:22:50,53,11.35,11.00,14.00,0.91
2002-09-29,13:24:09,27,18.80,15.00,12.00,1.39
2002-09-29,13:30:33,99,7.71,10.00,13.00,0.67
2002-09-29,13:31:02,9,15.04,10.00,14.00,1.25
2002-09-29,13:32:56,27,18.46,14.00,13.00,1.37
