Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2002-10-01,12:13:53,141,9.07,9.00,10.00,0.95
2002-10-01,12:17:14,141,16.42,13.00,12.00,1.31
2002-10-01,12:19:52,141,11.01,11.00,11.00,1.00
2002-10-01,12:24:05,141,17.70,8.00,11.00,1.86
2002-10-01,12:24:26,99,7.12,9.00,10.00,0.75
2002-10-01,12:27:30,141,9.60,9.00,11.00,0.96
2002-10-01,12:30:15,458,6.09,11.00,10.00,0.58
2002-10-01,12:30:48,141,15.71,8.00,9.00,1.85
2002-10-01,12:33:29,458,10.30,9.00,11.00,1.03
2002-10-01,12:33:49,141,11.05,10.00,9.00,1.16
2002-10-01,12:34:00,99,6.56,9.00,8.00,0.77
2002-10-01,12:36:13,141,15.26,9.00,9.00,1.70
2002-10-01,12:36:44,458,7.03,8.00,7.00,0.94
2002-10-01,12:38:20,99,5.92,9.00,5.00,0.85
2002-10-01,12:43:10,99,5.80,5.00,5.00,1.16
2002-10-01,12:46:39,141,6.09,5.00,7.00,1.01
2002-10-01,12:47:42,458,6.70,5.00,6.00,1.22
2002-10-01,12:49:16,99,4.97,6.00,3.00,1.11
2002-10-01,12:50:48,141,6.48,7.00,6.00,1.00
2002-10-01,12:51:46,458,5.57,7.00,6.00,0.86
2002-10-01,13:00:35,141,6.82,5.00,4.00,1.52
2002-10-01,13:13:32,141,7.88,7.00,9.00,0.99
2002-10-01,13:18:51,141,7.96,7.00,7.00,1.14
2002-10-01,13:21:22,777,2.22,8.00,6.00,0.32
2002-10-01,13:22:14,99,5.74,7.00,7.00,0.82
2002-10-01,13:25:29,141,6.94,6.00,5.00,1.26
2002-10-01,13:28:50,99,4.32,4.00,3.00,1.24
2002-10-01,13:30:32,141,5.08,0.00,6.00,1.69
2002-10-01,13:38:38,99,2.96,7.00,5.00,0.49
2002-10-01,13:39:08,141,4.50,4.00,4.00,1.12
2002-10-01,13:49:29,27,2.03,3.00,0.00,1.35
2002-10-01,14:26:53,141,5.93,5.00,6.00,1.08
2002-10-01,14:30:15,141,12.75,8.00,6.00,1.82
2002-10-01,14:32:57,27,6.50,8.00,8.00,0.81
2002-10-01,14:33:03,141,14.19,9.00,7.00,1.77
2002-10-01,14:37:04,141,8.62,7.00,3.00,1.72
2002-10-01,14:38:54,27,4.21,6.00,3.00,0.94
2002-10-01,14:42:03,141,7.49,3.00,5.00,1.87
2002-10-01,14:47:08,27,2.51,5.00,3.00,0.63
