Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2002-09-28,12:06:44,508,6.52,7.00,5.00,1.09
2002-09-28,12:08:08,8,3.87,6.00,7.00,0.60
2002-09-28,12:15:11,8,2.83,8.00,7.00,0.38
2002-09-28,12:19:15,508,8.60,10.00,7.00,1.01
2002-09-28,12:20:11,171,3.96,8.00,7.00,0.53
2002-09-28,12:20:29,53,3.62,7.00,8.00,0.48
2002-09-28,12:21:05,8,4.14,8.00,8.00,0.52
2002-09-28,12:23:10,508,6.54,7.00,6.00,1.01
2002-09-28,12:25:53,8,4.05,7.00,7.00,0.58
2002-09-28,12:27:16,171,3.22,7.00,9.00,0.40
2002-09-28,12:27:28,508,9.82,8.00,9.00,1.16
2002-09-28,12:27:59,53,4.71,9.00,8.00,0.55
2002-09-28,12:31:14,508,8.78,7.00,8.00,1.17
2002-09-28,12:32:26,171,4.76,12.00,8.00,0.48
2002-09-28,12:38:22,508,6.27,9.00,7.00,0.78
2002-09-28,12:38:49,53,3.25,8.00,7.00,0.43
2002-09-28,12:41:04,171,2.78,9.00,8.00,0.33
2002-09-28,12:41:23,508,7.82,9.00,9.00,0.87
2002-09-28,12:46:39,508,6.50,6.00,6.00,1.08
2002-09-28,12:49:29,508,8.94,9.00,8.00,1.05
2002-09-28,12:49:36,99,5.33,9.00,6.00,0.71
2002-09-28,12:53:56,8,4.48,8.00,7.00,0.60
2002-09-28,12:58:05,53,4.58,8.00,7.00,0.61
2002-09-28,13:00:14,8,3.41,8.00,11.00,0.36
2002-09-28,13:12:11,99,7.80,12.00,9.00,0.74
2002-09-28,13:13:13,508,9.28,10.00,9.00,0.98
2002-09-28,13:16:43,508,7.44,7.00,9.00,0.93
2002-09-28,13:21:11,508,8.48,6.00,7.00,1.30
2002-09-28,13:22:54,99,4.77,8.00,7.00,0.64
2002-09-28,13:24:07,508,8.22,8.00,7.00,1.10
2002-09-28,13:24:57,53,4.16,8.00,7.00,0.55
2002-09-28,13:28:30,508,9.11,8.00,8.00,1.14
2002-09-28,13:29:30,99,7.89,9.00,9.00,0.88
2002-09-28,13:32:17,508,8.47,9.00,10.00,0.89
2002-09-28,13:38:15,99,5.54,8.00,8.00,0.69
2002-09-28,13:42:12,508,8.46,9.00,9.00,0.94
2002-09-28,13:42:38,99,5.41,8.00,8.00,0.68
2002-09-28,13:43:27,27,5.55,8.00,9.00,0.65
2002-09-28,13:45:47,99,6.74,8.00,8.00,0.84
2002-09-28,13:50:49,508,5.38,10.00,6.00,0.67
2002-09-28,13:54:10,508,6.84,9.00,10.00,0.72
2002-09-28,13:54:33,27,5.66,8.00,9.00,0.67
2002-09-28,13:54:40,99,8.20,8.00,7.00,1.09
2002-09-28,13:59:36,27,4.85,6.00,9.00,0.65
2002-09-28,13:59:55,141,3.81,9.00,8.00,0.45
2002-09-28,14:00:22,508,8.80,8.00,10.00,0.98
2002-09-28,14:03:24,508,8.46,8.00,6.00,1.21
2002-09-28,14:04:23,141,8.29,8.00,7.00,1.11
2002-09-28,14:08:12,99,8.56,7.00,8.00,1.14
2002-09-28,14:08:43,141,8.55,9.00,7.00,1.07
2002-09-28,14:12:09,508,8.14,9.00,8.00,0.96
2002-09-28,14:12:46,141,8.45,8.00,8.00,1.06
2002-09-28,14:13:45,99,6.99,8.00,10.00,0.78
2002-09-28,14:17:31,141,14.31,10.00,7.00,1.68
2002-09-28,14:20:47,141,9.73,8.00,11.00,1.02
2002-09-28,14:21:31,27,5.91,7.00,9.00,0.74
2002-09-28,14:22:04,508,8.73,7.00,8.00,1.16
2002-09-28,14:23:25,99,7.10,8.00,7.00,0.95
2002-09-28,14:24:19,141,13.18,7.00,8.00,1.76
2002-09-28,14:26:45,27,5.34,7.00,11.00,0.59
2002-09-28,14:26:56,141,11.06,8.00,9.00,1.30
2002-09-28,14:29:22,508,9.17,9.00,10.00,0.97
2002-09-28,14:30:45,141,14.05,10.00,9.00,1.48
2002-09-28,14:33:26,508,9.86,7.00,10.00,1.16
2002-09-28,14:34:01,141,12.37,9.00,10.00,1.30
2002-09-28,14:37:14,99,8.82,8.00,9.00,1.04
2002-09-28,14:37:55,141,15.46,8.00,10.00,1.72
2002-09-28,14:39:21,27,5.95,7.00,10.00,0.70
2002-09-28,14:40:47,508,10.06,11.00,9.00,1.01
2002-09-28,14:42:06,141,11.27,10.00,11.00,1.07
2002-09-28,14:43:48,508,9.11,8.00,11.00,0.96
2002-09-28,14:49:33,141,13.10,11.00,11.00,1.19
2002-09-28,14:50:01,508,11.19,11.00,12.00,0.97
2002-09-28,14:51:21,99,10.15,10.00,10.00,1.02
2002-09-28,14:51:27,141,17.10,11.00,8.00,1.80
2002-09-28,14:54:14,141,13.85,10.00,10.00,1.38
2002-09-28,14:57:21,99,8.42,12.00,14.00,0.65
2002-09-28,15:00:04,141,15.35,8.00,9.00,1.81
2002-09-28,15:03:32,141,10.17,12.00,8.00,1.02
2002-09-28,15:04:43,508,8.39,10.00,11.00,0.80
2002-09-28,15:06:07,141,16.07,11.00,10.00,1.53
2002-09-28,15:08:58,141,13.36,8.00,10.00,1.48
2002-09-28,15:09:57,99,8.05,11.00,8.00,0.85
2002-09-28,15:11:34,141,14.60,8.00,9.00,1.72
2002-09-28,15:14:24,141,13.04,10.00,11.00,1.24
2002-09-28,15:19:15,99,7.79,10.00,8.00,0.87
