Place,HelmName,Fleet,Status
1,Antony Baker,Men's Sailboard,Pro Fleet
2,Michael George,Men's Sailboard,Gold Fleet
3,Paul Morris,Men's Sailboard,Gold Fleet
4,Jamie Walker,Men's Sailboard,Gold Fleet
5,Gavin Nicholson,Men's Sailboard,Gold Fleet
6,Sam Gooch,Men's Sailboard,Amateur
