Sail Number,Name,Time,Speed
4,Will Oscroft,14:31:33,25.14
4,Will Oscroft,13:34:22,23.65
4,Will Oscroft,12:27:26,23.59
4,Will Oscroft,13:28:37,23.54
4,Will Oscroft,13:21:40,22.71
4,Will Oscroft,13:40:34,22.34
4,Will Oscroft,14:09:44,22.29
4,Will Oscroft,14:17:33,21.67
4,Will Oscroft,13:49:00,21.55
4,Will Oscroft,12:14:55,20.72
7,Tristan Drane,15:11:49,27.76
7,Tristan Drane,15:30:02,25.51
7,Tristan Drane,13:34:46,25.27
7,Tristan Drane,12:19:17,25.22
7,Tristan Drane,13:39:16,25.04
7,Tristan Drane,12:00:19,25.03
7,Tristan Drane,13:24:37,24.97
7,Tristan Drane,13:08:52,24.84
7,Tristan Drane,12:29:42,24.65
7,Tristan Drane,12:25:25,24.62
7,Tristan Drane,13:20:06,24.21
7,Tristan Drane,11:36:37,24.1
7,Tristan Drane,13:51:33,23.95
7,Tristan Drane,14:00:16,23.74
7,Tristan Drane,15:52:16,23.28
7,Tristan Drane,11:32:40,23.25
7,Tristan Drane,13:13:56,22.69
7,Tristan Drane,15:36:59,22.53
7,Tristan Drane,15:58:24,17.36
8,les paley,13:32:09,20.36
11,Bjorn Dunkerbeck,15:22:02,29.88
11,Bjorn Dunkerbeck,11:42:39,29.23
11,Bjorn Dunkerbeck,12:22:56,28.79
11,Bjorn Dunkerbeck,12:26:18,28.45
11,Bjorn Dunkerbeck,13:06:48,28.44
11,Bjorn Dunkerbeck,15:43:46,28.22
11,Bjorn Dunkerbeck,13:27:11,28.22
11,Bjorn Dunkerbeck,15:53:45,28.09
11,Bjorn Dunkerbeck,13:19:19,27.89
11,Bjorn Dunkerbeck,13:23:30,27.85
11,Bjorn Dunkerbeck,11:35:07,27.76
11,Bjorn Dunkerbeck,13:47:13,27.61
11,Bjorn Dunkerbeck,14:14:09,27.45
11,Bjorn Dunkerbeck,13:31:20,27.24
11,Bjorn Dunkerbeck,11:38:22,27.21
11,Bjorn Dunkerbeck,12:12:38,27.21
11,Bjorn Dunkerbeck,13:15:49,27.21
11,Bjorn Dunkerbeck,13:11:08,27.09
11,Bjorn Dunkerbeck,12:29:54,26.94
11,Bjorn Dunkerbeck,13:57:46,26.7
11,Bjorn Dunkerbeck,11:46:24,25.9
11,Bjorn Dunkerbeck,14:22:27,25.65
12,Simon Burgess,13:20:47,22.18
12,Simon Burgess,11:34:14,21.06
12,Simon Burgess,11:43:58,21.06
12,Simon Burgess,12:18:03,21.01
12,Simon Burgess,13:29:20,20.9
12,Simon Burgess,11:38:15,20.56
12,Simon Burgess,12:10:16,20.52
12,Simon Burgess,11:51:00,20.5
12,Simon Burgess,14:15:23,20.29
12,Simon Burgess,11:29:53,19.95
12,Simon Burgess,14:20:05,19.89
12,Simon Burgess,13:59:45,19.74
12,Simon Burgess,13:43:24,19.6
12,Simon Burgess,13:36:38,19.52
12,Simon Burgess,13:14:13,19.4
12,Simon Burgess,11:23:28,19.25
14,Ian Hill,12:26:43,26.44
14,Ian Hill,13:27:59,25.58
14,Ian Hill,14:30:07,25.04
14,Ian Hill,13:48:33,25.04
14,Ian Hill,13:38:47,24.74
14,Ian Hill,14:02:33,24.71
14,Ian Hill,14:09:29,24.39
14,Ian Hill,12:30:54,24.3
14,Ian Hill,13:43:10,24.04
14,Ian Hill,13:32:44,23.25
17,JAMES PAINE,15:53:50,22.69
17,JAMES PAINE,15:45:38,21.52
23,barry mason,14:09:13,22.42
23,barry mason,13:35:10,22.1
23,barry mason,14:28:35,21.16
23,barry mason,14:16:10,20.79
23,barry mason,13:44:39,20.69
23,barry mason,14:00:55,20.32
23,barry mason,15:56:50,20.19
23,barry mason,11:28:27,19.71
23,barry mason,15:33:09,19.36
23,barry mason,11:18:26,18.84
26,Brian Leake,12:18:56,20.61
26,Brian Leake,12:12:46,20.22
26,Brian Leake,13:15:13,19.89
26,Brian Leake,11:55:12,19.88
26,Brian Leake,12:31:14,19.83
26,Brian Leake,12:25:42,19.29
27,Trevor Whatford,15:06:13,25.41
27,Trevor Whatford,15:19:38,25.01
27,Trevor Whatford,14:27:38,17.96
27,Trevor Whatford,15:42:03,17.28
27,Trevor Whatford,15:50:44,17.16
27,Trevor Whatford,16:13:21,15.68
29,Tony Robinson,13:53:15,23.63
29,Tony Robinson,13:26:52,23.48
29,Tony Robinson,12:28:14,23.01
29,Tony Robinson,13:44:15,22.8
29,Tony Robinson,13:21:27,21.85
29,Tony Robinson,14:21:17,21.06
29,Tony Robinson,12:21:45,20.32
29,Tony Robinson,15:47:38,2.01
30,Dave Standing,11:59:16,23.2
30,Dave Standing,12:27:22,22.58
30,Dave Standing,13:37:10,22.53
30,Dave Standing,13:13:03,22.28
30,Dave Standing,14:13:22,22.28
30,Dave Standing,13:30:46,21.85
30,Dave Standing,13:44:56,21.6
30,Dave Standing,14:18:22,21
30,Dave Standing,12:16:10,2.75
31,Paul Morris,15:16:07,27.37
31,Paul Morris,15:24:09,25.76
31,Paul Morris,13:34:39,25.1
31,Paul Morris,13:11:59,25.07
31,Paul Morris,14:01:53,24.77
31,Paul Morris,13:48:41,24.61
31,Paul Morris,12:28:24,24.55
31,Paul Morris,14:11:48,24.42
31,Paul Morris,13:16:44,24.39
31,Paul Morris,13:22:26,24.32
31,Paul Morris,13:26:58,24.14
31,Paul Morris,12:18:08,23.97
31,Paul Morris,13:07:18,23.78
31,Paul Morris,14:15:48,23.77
31,Paul Morris,12:23:42,22.82
31,Paul Morris,13:40:47,22.69
31,Paul Morris,14:20:28,22.39
31,Paul Morris,14:26:15,22.03
33,mark hayford,12:20:20,22.58
33,mark hayford,11:56:55,21.89
40,Simon Hinkley,15:13:23,27.77
40,Simon Hinkley,15:27:08,26.55
40,Simon Hinkley,13:28:27,25.34
40,Simon Hinkley,11:40:48,25.06
40,Simon Hinkley,13:22:39,24.9
40,Simon Hinkley,12:18:29,24.87
40,Simon Hinkley,12:01:19,24.52
40,Simon Hinkley,11:49:49,24.25
40,Simon Hinkley,12:09:31,23.34
40,Simon Hinkley,15:55:08,22.91
40,Simon Hinkley,15:35:47,22.34
44,David Strudwick,15:21:03,25.41
44,David Strudwick,12:26:03,24.43
44,David Strudwick,14:15:34,24.26
44,David Strudwick,13:47:30,23.69
44,David Strudwick,14:29:20,23.65
44,David Strudwick,13:37:01,23.45
44,David Strudwick,14:05:36,23.36
44,David Strudwick,12:30:49,23.31
44,David Strudwick,13:26:42,23.28
44,David Strudwick,13:30:53,23.22
44,David Strudwick,13:21:49,22.85
44,David Strudwick,13:15:34,22.69
44,David Strudwick,15:54:02,22.63
44,David Strudwick,14:22:41,22.34
44,David Strudwick,13:42:58,22.31
44,David Strudwick,12:13:43,22.29
44,David Strudwick,13:56:26,21.4
44,David Strudwick,12:21:10,17.91
44,David Strudwick,15:40:33,17.74
51,Clive Ellis,12:10:45,22.14
51,Clive Ellis,14:00:47,21.8
51,Clive Ellis,12:25:11,21.72
51,Clive Ellis,11:47:42,21.64
51,Clive Ellis,12:31:26,20.92
51,Clive Ellis,13:35:43,20.32
51,Clive Ellis,13:42:33,20.12
51,Clive Ellis,12:03:12,2.18
52,Dan Ellis,16:21:14,26.3
52,Dan Ellis,14:11:54,26.3
52,Dan Ellis,14:05:55,25.72
52,Dan Ellis,15:23:46,25.65
52,Dan Ellis,15:56:09,24.1
52,Dan Ellis,14:28:53,1.59
53,Richard Holgate,13:24:56,23.89
53,Richard Holgate,13:09:49,22.6
53,Richard Holgate,13:17:57,22.05
53,Richard Holgate,13:46:19,21.4
58,Graeme Fuller,13:53:41,20.14
58,Graeme Fuller,12:29:26,18.95
58,Graeme Fuller,13:32:37,18.91
58,Graeme Fuller,12:23:59,17.83
66,nick brumfitt,11:42:27,22.27
66,nick brumfitt,11:34:52,22.19
66,nick brumfitt,12:26:06,21.08
66,nick brumfitt,12:02:22,20.47
68,Alan Cross,15:25:25,24.08
68,Alan Cross,13:48:06,23.74
68,Alan Cross,13:10:50,23.69
68,Alan Cross,13:30:06,23.51
68,Alan Cross,13:24:21,22.97
68,Alan Cross,14:00:34,22.63
68,Alan Cross,13:43:43,21.95
68,Alan Cross,13:36:25,21.45
68,Alan Cross,13:19:35,21.3
71,Dion Hunt,13:39:43,22.85
71,Dion Hunt,13:21:15,22.77
71,Dion Hunt,13:10:04,22.44
71,Dion Hunt,13:33:54,22.34
71,Dion Hunt,13:27:36,21.87
71,Dion Hunt,14:01:10,21.57
73,Peter Davis,14:13:44,23.69
73,Peter Davis,14:28:50,23.48
73,Peter Davis,13:38:28,23.02
73,Peter Davis,13:57:11,22.71
73,Peter Davis,14:21:37,19.48
86,Jonathan Mobbs,13:20:32,23.71
86,Jonathan Mobbs,13:28:11,23.24
86,Jonathan Mobbs,13:33:41,22.93
86,Jonathan Mobbs,13:43:50,21.92
86,Jonathan Mobbs,13:50:20,21.87
93,Jim Paine,13:20:57,24.91
93,Jim Paine,14:10:44,23.74
93,Jim Paine,13:10:39,23.39
93,Jim Paine,13:43:35,19.08
93,Jim Paine,13:36:12,2.34
93,Jim Paine,14:00:19,1.37
96,Carl Miller,11:53:59,24.01
96,Carl Miller,12:27:41,19.35
97,Mike Price,13:45:06,23.33
97,Mike Price,13:37:14,23.02
97,Mike Price,14:12:06,22.77
97,Mike Price,13:22:16,22.74
97,Mike Price,14:01:31,22.63
97,Mike Price,13:29:22,22.5
97,Mike Price,13:16:14,22.37
97,Mike Price,13:54:32,21.18
99,GORDON ROACH,11:02:27,6.12
100,Mark Minter,13:10:59,25.13
100,Mark Minter,13:20:17,25.01
100,Mark Minter,13:28:48,24.61
100,Mark Minter,12:31:40,24.28
101,Torix Bennett,13:23:34,14.6
101,Torix Bennett,14:04:32,14.35
101,Torix Bennett,13:13:41,14.04
101,Torix Bennett,13:56:41,12.7
101,Torix Bennett,13:32:57,11.2
112,Eugene Dunkerbeck,13:09:06,24.36
112,Eugene Dunkerbeck,13:23:24,22.68
122,David Ellerbeck,12:22:34,24.84
122,David Ellerbeck,15:29:26,24.36
122,David Ellerbeck,15:48:34,24.02
122,David Ellerbeck,13:39:52,24.01
122,David Ellerbeck,12:27:14,23.97
122,David Ellerbeck,13:14:19,23.96
