Sail Number,Name,Time,Speed
122,David Ellerbeck,14:12:30,23.95
122,David Ellerbeck,12:01:35,23.95
122,David Ellerbeck,11:51:59,23.89
122,David Ellerbeck,13:29:41,23.69
122,David Ellerbeck,13:24:26,23.63
122,David Ellerbeck,12:17:28,23.59
122,David Ellerbeck,16:18:48,23.54
122,David Ellerbeck,12:08:06,23.31
122,David Ellerbeck,13:54:14,22.99
122,David Ellerbeck,13:35:13,22.93
122,David Ellerbeck,13:49:17,22.66
122,David Ellerbeck,14:22:48,22.28
122,David Ellerbeck,16:08:08,22.26
122,David Ellerbeck,14:28:39,22.1
122,David Ellerbeck,14:17:38,21.97
131,Paul Simmons,15:01:17,28.64
131,Paul Simmons,15:19:24,26.82
131,Paul Simmons,15:06:34,26.48
131,Paul Simmons,15:12:59,25.54
131,Paul Simmons,15:50:53,20.01
151,Norman Betts,15:18:13,24.8
151,Norman Betts,15:27:15,24.77
151,Norman Betts,15:22:16,24.58
151,Norman Betts,15:13:37,24.42
151,Norman Betts,14:12:18,23.36
151,Norman Betts,11:36:16,23.25
151,Norman Betts,12:03:39,23.14
151,Norman Betts,11:43:29,22.9
151,Norman Betts,11:31:27,22.63
151,Norman Betts,15:40:54,22.05
151,Norman Betts,11:49:15,22.01
151,Norman Betts,13:55:09,21.67
151,Norman Betts,12:14:55,21.52
151,Norman Betts,14:18:32,21.5
151,Norman Betts,11:21:48,21.26
151,Norman Betts,15:47:55,21.12
151,Norman Betts,11:17:35,20.54
151,Norman Betts,13:36:42,20.29
151,Norman Betts,11:26:53,18.5
157,nigel spriggs,13:57:41,26.34
157,nigel spriggs,11:45:02,26.01
157,nigel spriggs,12:29:17,24.19
157,nigel spriggs,13:34:25,24.05
157,nigel spriggs,13:48:48,24.05
157,nigel spriggs,14:15:54,23.99
157,nigel spriggs,14:22:06,23.66
157,nigel spriggs,11:54:46,23.59
157,nigel spriggs,12:23:56,23.45
157,nigel spriggs,13:29:02,23.25
157,nigel spriggs,13:41:03,23.25
157,nigel spriggs,12:06:47,23.06
157,nigel spriggs,12:16:37,22.32
157,nigel spriggs,13:21:01,2.87
157,nigel spriggs,16:05:38,1.88
169,Austin Hind,16:19:10,24.36
169,Austin Hind,14:08:44,23.93
169,Austin Hind,14:29:31,22.91
169,Austin Hind,13:54:39,22.85
169,Austin Hind,14:23:43,22.77
169,Austin Hind,13:47:18,22.07
171,Sean Carroll,13:31:46,20.23
171,Sean Carroll,13:47:09,19.93
180,John Sanderson,13:10:07,25.86
180,John Sanderson,13:28:14,25.44
180,John Sanderson,13:19:49,24.94
180,John Sanderson,13:49:24,24.65
180,John Sanderson,13:35:30,23.77
180,John Sanderson,11:56:39,23.43
180,John Sanderson,12:09:13,23.17
180,John Sanderson,13:42:00,23.05
180,John Sanderson,11:52:26,22.87
180,John Sanderson,11:46:11,22.37
180,John Sanderson,15:59:33,1.37
181,Peter Martin,13:45:46,24.51
181,Peter Martin,13:50:02,23.95
181,Peter Martin,14:11:14,23.59
181,Peter Martin,13:30:01,23.57
181,Peter Martin,14:17:01,23.39
181,Peter Martin,14:23:10,23.36
181,Peter Martin,13:59:13,23.22
181,Peter Martin,13:07:51,23.08
181,Peter Martin,14:05:03,23.02
181,Peter Martin,14:28:21,23.02
181,Peter Martin,13:36:04,22.99
181,Peter Martin,13:18:16,22.77
181,Peter Martin,13:40:59,22
188,Roger Crab,12:18:46,21.74
188,Roger Crab,13:58:41,21.67
188,Roger Crab,15:11:25,21.64
188,Roger Crab,14:20:19,19.82
188,Roger Crab,12:29:46,19.54
197,David Goodrich,15:48:39,23.93
197,David Goodrich,12:04:32,22.32
197,David Goodrich,13:16:05,21.92
197,David Goodrich,12:29:34,21.62
197,David Goodrich,15:56:45,21.09
197,David Goodrich,12:14:43,19.04
206,martin allman,15:04:38,23.69
206,martin allman,15:11:41,22.58
206,martin allman,15:21:00,22.28
206,martin allman,13:53:32,21.6
206,martin allman,13:19:13,20.9
206,martin allman,13:45:21,20.63
206,martin allman,15:34:29,19.74
206,martin allman,13:25:50,19.62
206,martin allman,13:32:31,18.18
206,martin allman,16:10:40,1.24
215,george warren,14:11:01,22.21
215,george warren,14:28:44,22
215,george warren,14:16:17,21.4
215,george warren,15:48:54,20.86
277,Kévin GOBIN,13:19:05,15
277,Kévin GOBIN,14:31:41,14.9
277,Kévin GOBIN,13:42:44,14.66
277,Kévin GOBIN,14:23:23,14.59
277,Kévin GOBIN,14:15:37,14.55
277,Kévin GOBIN,15:32:36,14.47
277,Kévin GOBIN,13:53:36,14.36
277,Kévin GOBIN,13:09:14,14.21
277,Kévin GOBIN,16:07:48,13.91
277,Kévin GOBIN,13:33:07,13.77
277,Kévin GOBIN,15:46:54,12.74
277,Kévin GOBIN,16:28:22,12.36
277,Kévin GOBIN,15:54:11,12.31
277,Kévin GOBIN,16:22:55,10.92
277,Kévin GOBIN,16:02:16,7.17
330,ALISTAIR WILLIAMS,13:46:36,23.28
330,ALISTAIR WILLIAMS,13:21:36,22.15
330,ALISTAIR WILLIAMS,13:11:31,21.28
330,ALISTAIR WILLIAMS,13:28:59,20.88
332,Mike Coombes,11:28:43,23.23
332,Mike Coombes,11:41:45,23.15
332,Mike Coombes,11:49:42,22.71
332,Mike Coombes,12:22:45,22.68
332,Mike Coombes,13:22:10,22.61
332,Mike Coombes,11:17:42,22.55
332,Mike Coombes,11:12:18,22.34
332,Mike Coombes,13:31:03,22.31
332,Mike Coombes,11:57:29,22.03
332,Mike Coombes,14:05:48,21.92
332,Mike Coombes,11:22:40,21.88
332,Mike Coombes,14:19:16,21.02
332,Mike Coombes,12:15:18,20.96
332,Mike Coombes,13:42:52,20.9
333,david barnard,13:36:01,20.92
333,david barnard,13:50:33,20.34
333,david barnard,14:30:00,19.33
349,Brian Warner,15:27:38,20.14
349,Brian Warner,12:26:58,18.95
349,Brian Warner,15:52:43,18.74
349,Brian Warner,12:21:29,18.2
349,Brian Warner,13:51:59,17.9
349,Brian Warner,13:45:01,17.89
349,Brian Warner,14:24:22,16.99
349,Brian Warner,15:39:09,16.48
349,Brian Warner,14:17:44,1.23
413,Neil Hardwick,15:15:44,27.12
413,Neil Hardwick,13:06:39,23.36
413,Neil Hardwick,11:59:23,22.55
413,Neil Hardwick,11:40:36,22.44
413,Neil Hardwick,11:48:19,22.24
413,Neil Hardwick,12:11:22,22.11
413,Neil Hardwick,11:33:35,21.4
413,Neil Hardwick,11:25:09,21.29
413,Neil Hardwick,13:17:24,21.16
413,Neil Hardwick,12:27:47,21.01
413,Neil Hardwick,14:16:57,19.77
413,Neil Hardwick,13:30:34,19.32
440,James Grant,15:26:10,27.24
440,James Grant,14:57:38,26.37
440,James Grant,12:29:59,24.87
440,James Grant,15:17:39,24.36
440,James Grant,12:10:01,24.21
440,James Grant,12:18:17,24.15
440,James Grant,11:50:49,23.68
440,James Grant,11:40:15,21.22
480,Tony Ireland,15:01:49,27.48
480,Tony Ireland,15:20:12,26.26
480,Tony Ireland,15:08:23,25.82
480,Tony Ireland,15:48:19,24.26
480,Tony Ireland,13:46:42,22.58
480,Tony Ireland,13:38:41,22.08
480,Tony Ireland,14:24:28,18.39
555,claude van-martyn,15:41:34,23.33
555,claude van-martyn,14:08:33,23.1
555,claude van-martyn,14:31:59,23.05
555,claude van-martyn,12:30:32,22.84
555,claude van-martyn,12:00:35,22.79
555,claude van-martyn,12:14:29,22.08
555,claude van-martyn,15:33:50,21.97
555,claude van-martyn,13:59:23,21.85
555,claude van-martyn,14:16:39,21.77
555,claude van-martyn,14:26:41,21.38
555,claude van-martyn,16:06:15,17.18
559,Tony Attfield,12:22:49,24.8
559,Tony Attfield,11:58:33,24.43
559,Tony Attfield,14:01:22,24.11
559,Tony Attfield,12:05:40,23.91
559,Tony Attfield,11:51:26,23.82
559,Tony Attfield,14:08:57,23.36
559,Tony Attfield,12:17:00,22.55
559,Tony Attfield,14:22:16,22.02
559,Tony Attfield,12:27:51,21.86
598,Michael John Roberts,14:12:57,22.79
598,Michael John Roberts,13:58:35,21.8
598,Michael John Roberts,13:46:25,21.67
598,Michael John Roberts,14:27:58,19.83
604,Tony Morris,15:21:19,26.59
604,Tony Morris,14:17:08,25.13
604,Tony Morris,13:21:55,24.45
604,Tony Morris,13:56:45,24.36
604,Tony Morris,13:29:49,24.33
604,Tony Morris,14:29:35,24.23
604,Tony Morris,13:43:54,23.39
604,Tony Morris,15:29:38,23.25
604,Tony Morris,15:49:30,22.5
604,Tony Morris,16:07:08,13.27
625,nigel bowley,14:08:18,25.44
625,nigel bowley,13:59:42,25.17
625,nigel bowley,15:33:14,24.51
625,nigel bowley,14:13:48,23.69
625,nigel bowley,15:29:18,17.55
651,Orlando Lavandera Rodriguez,13:20:51,24.93
651,Orlando Lavandera Rodriguez,13:11:48,23.74
651,Orlando Lavandera Rodriguez,12:30:11,22.95
651,Orlando Lavandera Rodriguez,14:14:42,22.31
651,Orlando Lavandera Rodriguez,13:33:02,21.6
651,Orlando Lavandera Rodriguez,13:06:12,21.52
666,matthew burridge,15:05:35,29.77
666,matthew burridge,15:15:59,27.81
666,matthew burridge,12:26:27,26.25
666,matthew burridge,13:08:26,25.86
666,matthew burridge,12:01:24,25.69
666,matthew burridge,13:20:09,25.21
666,matthew burridge,13:46:48,25.21
666,matthew burridge,11:52:12,24.34
666,matthew burridge,12:13:30,23.2
670,Edward Murrell,13:39:36,22.96
670,Edward Murrell,14:27:04,21.32
777,Stephen Thorpe,15:17:25,4.66
777,Stephen Thorpe,15:48:24,4.36
777,Stephen Thorpe,15:29:55,4.28
863,Duncan Adam,15:12:01,25.78
863,Duncan Adam,15:32:16,25.65
863,Duncan Adam,15:48:05,24.93
863,Duncan Adam,13:12:10,23.51
863,Duncan Adam,15:24:56,23.31
863,Duncan Adam,14:00:58,22.85
863,Duncan Adam,13:35:24,22.79
863,Duncan Adam,13:17:52,22.37
863,Duncan Adam,13:47:39,22.26
863,Duncan Adam,13:41:28,21.92
863,Duncan Adam,15:55:42,19.48
888,Thor Gustafsson,15:02:44,21.32
888,Thor Gustafsson,15:54:16,20.76
888,Thor Gustafsson,12:27:11,20.37
888,Thor Gustafsson,11:55:40,20.32
888,Thor Gustafsson,12:02:02,19.04
888,Thor Gustafsson,12:14:19,18.57
888,Thor Gustafsson,15:31:33,0.76
945,Sam Gooch,12:17:13,24.5
945,Sam Gooch,12:12:28,24.43
945,Sam Gooch,12:01:53,24.34
945,Sam Gooch,13:47:43,23.83
945,Sam Gooch,14:29:02,23.83
945,Sam Gooch,14:25:04,23.28
945,Sam Gooch,11:48:27,23.25
945,Sam Gooch,14:11:38,23.02
945,Sam Gooch,14:21:25,23
945,Sam Gooch,12:20:51,22.84
945,Sam Gooch,13:43:22,22.55
945,Sam Gooch,14:16:20,22.53
