Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,17.10,Boat,Joddy Chapman,21,141
2,11.19,Boat,John Peperell,28,508
3,10.15,Boat,Philip Middleton,16,99
4,5.94,Sailboard,Trevor Whatford,6,27
5,4.76,Sailboard,Sean Carroll,4,171
6,4.71,Sailboard,Richard Holgate,5,53
7,4.47,Sailboard,Les Paley,6,8
