Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Richard Hobson,Men's Wingboard,Wing Fleet,22.36,22.16,22.26
2,Michael George,Men's Wingboard,Wing Fleet,22.25,22.21,22.23
3,Ian Kraft,Men's Wingboard,Wing Fleet,15.23,15.07,15.15
4,Stacey Vass,Men's Wingboard,Wing Fleet,16.16,,8.08
