Place,HelmName,Fleet,Status
1,Christian Body,Men's Sailboard,Youth Fleet
2,Adrian Wallis,Men's Sailboard,Gold Fleet
3,Gavin Nicholson,Men's Sailboard,Amateur
4,Henry Bloodworth,Men's Sailboard,Youth Fleet
5,Nic Dodd,Men's Sailboard,Gold Fleet
