Place,HelmName,Fleet,Status
1,Torsten Mallon,Men,Gold Fleet
2,Christian Body,Men,Youth Fleet
3,Adrian Wallis,Men,Gold Fleet
4,Gavin Nicholson,Men,Amateur
5,Henry Bloodworth,Men,Youth Fleet
6,Nic Dodd,Men,Gold Fleet
