Rank,Speed (kts),Craft Type,Name,Runs,Sail Number
1,17.69,Boat,Joddy Chapman,21,141
2,10.30,Boat,Bob Date,5,458
3,7.11,Boat,Philip Middleton,8,99
4,6.49,Sailboard,Trevor Whatford,4,27
5,2.22,Boat,Richard Pemberton,1,777
