Date,Time,Sail Number,Speed (kts),Start Wind Speed,Finish Wind Speed,Ratio
2004-10-03,13:27:15,603,16.78,11.00,15.00,1.29
2004-10-03,13:27:45,622,23.21,20.00,22.00,1.11
2004-10-03,13:27:55,594,26.72,14.00,17.00,1.72
2004-10-03,13:28:12,4,28.69,13.00,17.00,1.91
2004-10-03,13:28:30,71,25.00,17.00,17.00,1.47
2004-10-03,13:29:45,171,26.02,16.00,19.00,1.49
2004-10-03,13:30:01,63,27.20,16.00,18.00,1.60
2004-10-03,13:30:14,777,25.10,22.00,18.00,1.26
2004-10-03,13:30:42,9,25.61,20.00,17.00,1.38
2004-10-03,13:30:54,75,29.74,18.00,21.00,1.53
2004-10-03,13:31:33,181,26.84,21.00,18.00,1.38
2004-10-03,13:31:55,631,27.29,24.00,23.00,1.16
2004-10-03,13:32:04,14,27.12,18.00,22.00,1.36
2004-10-03,13:32:19,40,24.65,19.00,19.00,1.30
2004-10-03,13:32:27,36,24.06,20.00,13.00,1.46
2004-10-03,13:33:19,594,27.45,15.00,16.00,1.77
2004-10-03,13:33:43,777,25.50,20.00,19.00,1.31
2004-10-03,13:35:03,67,29.55,14.00,26.00,1.48
2004-10-03,13:35:26,75,28.50,15.00,25.00,1.43
2004-10-03,13:35:53,41,27.62,21.00,16.00,1.49
2004-10-03,13:36:27,71,25.03,20.00,24.00,1.14
2004-10-03,13:36:54,631,26.88,18.00,22.00,1.34
2004-10-03,13:37:21,610,27.50,17.00,17.00,1.62
2004-10-03,13:37:32,113,0.43,9.00,24.00,0.03
2004-10-03,13:37:54,57,22.74,19.00,14.00,1.38
2004-10-03,13:38:17,594,27.58,22.00,17.00,1.41
2004-10-03,13:38:41,181,28.15,21.00,17.00,1.48
2004-10-03,13:39:06,622,24.49,20.00,21.00,1.19
2004-10-03,13:39:37,110,27.88,20.00,19.00,1.43
2004-10-03,13:39:55,777,26.29,19.00,16.00,1.50
2004-10-03,13:40:01,36,24.72,23.00,13.00,1.37
2004-10-03,13:40:08,330,25.94,19.00,19.00,1.37
2004-10-03,13:40:53,38,22.91,20.00,20.00,1.15
2004-10-03,13:41:01,171,27.25,14.00,21.00,1.56
2004-10-03,13:41:06,4,30.09,14.00,24.00,1.58
2004-10-03,13:42:07,41,28.46,21.00,17.00,1.50
2004-10-03,13:42:35,63,27.25,14.00,24.00,1.43
2004-10-03,13:42:51,610,29.06,18.00,15.00,1.76
2004-10-03,13:45:05,15,30.40,17.00,17.00,1.79
2004-10-03,13:45:34,36,25.14,17.00,22.00,1.29
2004-10-03,13:45:44,9,28.10,22.00,15.00,1.52
2004-10-03,13:46:02,14,28.24,19.00,12.00,1.82
2004-10-03,13:46:45,594,27.67,20.00,23.00,1.29
2004-10-03,13:47:53,610,28.97,18.00,18.00,1.61
2004-10-03,13:48:13,4,29.89,15.00,22.00,1.62
2004-10-03,13:48:31,74,18.18,14.00,18.00,1.14
2004-10-03,13:48:48,330,24.45,23.00,19.00,1.16
2004-10-03,13:49:16,15,29.69,21.00,19.00,1.48
2004-10-03,13:49:35,68,26.09,11.00,15.00,2.01
2004-10-03,13:50:26,181,26.72,20.00,20.00,1.34
2004-10-03,13:50:39,171,26.44,22.00,14.00,1.47
2004-10-03,13:50:48,40,26.84,18.00,22.00,1.34
2004-10-03,13:51:42,38,21.23,23.00,21.00,0.96
2004-10-03,13:52:11,622,23.58,17.00,21.00,1.24
2004-10-03,13:52:41,594,27.88,23.00,16.00,1.43
2004-10-03,13:52:46,36,5.24,16.00,23.00,0.27
2004-10-03,13:53:39,4,29.11,25.00,24.00,1.19
2004-10-03,13:53:55,605,32.03,24.00,19.00,1.49
2004-10-03,13:54:53,88,23.12,19.00,20.00,1.19
2004-10-03,13:55:25,27,24.32,12.00,16.00,1.74
2004-10-03,13:55:36,53,25.46,17.00,17.00,1.50
2004-10-03,13:56:25,68,27.00,15.00,21.00,1.50
2004-10-03,13:56:43,15,27.84,15.00,15.00,1.86
2004-10-03,13:56:56,777,25.10,20.00,16.00,1.39
2004-10-03,13:57:19,181,7.73,14.00,17.00,0.50
2004-10-03,13:58:15,594,26.36,15.00,22.00,1.43
2004-10-03,13:59:34,36,23.61,15.00,18.00,1.43
2004-10-03,13:59:51,610,28.97,15.00,19.00,1.70
2004-10-03,13:59:54,295,0.96,15.00,16.00,0.06
2004-10-03,14:00:02,4,30.19,21.00,16.00,1.63
2004-10-03,14:00:12,605,32.44,16.00,21.00,1.75
2004-10-03,14:01:33,85,23.15,23.00,15.00,1.22
2004-10-03,14:01:42,67,23.12,19.00,18.00,1.25
2004-10-03,14:01:51,43,24.89,20.00,11.00,1.61
2004-10-03,14:03:30,41,28.97,15.00,22.00,1.57
2004-10-03,14:03:33,50,20.40,16.00,21.00,1.10
2004-10-03,14:03:57,11,27.71,18.00,18.00,1.54
2004-10-03,14:04:21,9,27.93,19.00,20.00,1.43
2004-10-03,14:04:36,15,29.84,17.00,19.00,1.66
2004-10-03,14:04:40,777,24.42,17.00,20.00,1.32
2004-10-03,14:04:44,68,26.56,20.00,21.00,1.30
2004-10-03,14:04:53,67,27.42,19.00,23.00,1.31
2004-10-03,14:04:58,56,4.95,19.00,18.00,0.27
2004-10-03,14:05:38,171,27.29,23.00,22.00,1.21
2004-10-03,14:05:41,4,29.30,19.00,17.00,1.63
2004-10-03,14:06:11,75,26.21,21.00,26.00,1.12
2004-10-03,14:06:30,88,23.46,22.00,25.00,1.00
2004-10-03,14:06:39,610,29.79,20.00,21.00,1.45
2004-10-03,14:07:12,622,25.87,21.00,13.00,1.52
2004-10-03,14:07:56,27,23.61,16.00,18.00,1.39
2004-10-03,14:08:14,631,25.28,19.00,16.00,1.44
2004-10-03,14:08:27,14,27.71,15.00,20.00,1.58
2004-10-03,14:09:26,15,29.45,22.00,19.00,1.44
2004-10-03,14:09:41,75,26.92,24.00,24.00,1.12
2004-10-03,14:09:48,295,28.69,23.00,22.00,1.28
2004-10-03,14:10:05,85,22.43,20.00,17.00,1.21
2004-10-03,14:11:26,27,22.89,20.00,24.00,1.04
2004-10-03,14:11:43,36,23.40,21.00,19.00,1.17
2004-10-03,14:12:23,26,19.08,20.00,19.00,0.98
2004-10-03,14:13:03,113,22.45,15.00,13.00,1.60
2004-10-03,14:13:21,9,25.68,15.00,16.00,1.66
2004-10-03,14:14:24,4,28.87,22.00,17.00,1.48
2004-10-03,14:15:25,67,30.50,16.00,23.00,1.56
2004-10-03,14:15:49,68,26.44,20.00,14.00,1.56
2004-10-03,14:16:23,73,22.86,17.00,19.00,1.27
2004-10-03,14:17:18,632,27.16,16.00,18.00,1.60
2004-10-03,14:17:30,56,23.70,19.00,18.00,1.28
2004-10-03,14:18:32,605,31.03,11.00,22.00,1.88
2004-10-03,14:19:33,11,26.33,17.00,17.00,1.55
2004-10-03,14:19:47,15,26.25,20.00,20.00,1.31
2004-10-03,14:20:41,110,24.96,20.00,20.00,1.25
2004-10-03,14:20:56,85,21.59,24.00,17.00,1.05
2004-10-03,14:22:18,56,25.75,18.00,17.00,1.47
2004-10-03,14:22:33,36,21.74,17.00,20.00,1.18
2004-10-03,14:22:54,14,24.62,17.00,19.00,1.37
2004-10-03,14:23:10,622,24.32,17.00,19.00,1.35
2004-10-03,14:23:20,67,28.24,16.00,16.00,1.76
2004-10-03,14:23:54,610,30.19,17.00,16.00,1.83
2004-10-03,14:24:54,118,24.55,15.00,13.00,1.75
2004-10-03,14:25:05,94,26.48,10.00,14.00,2.21
2004-10-03,14:25:44,632,27.62,16.00,14.00,1.84
2004-10-03,14:26:11,27,19.28,19.00,23.00,0.92
2004-10-03,14:26:26,68,27.00,19.00,17.00,1.50
2004-10-03,14:26:39,11,27.00,21.00,17.00,1.42
2004-10-03,14:26:54,75,26.96,22.00,14.00,1.50
2004-10-03,14:27:39,67,25.75,21.00,17.00,1.36
2004-10-03,14:29:42,26,21.67,16.00,16.00,1.35
2004-10-03,14:29:45,41,26.72,23.00,20.00,1.24
2004-10-03,14:29:58,295,28.92,21.00,18.00,1.48
2004-10-03,14:31:21,631,2.81,17.00,18.00,0.16
2004-10-03,14:31:46,7,29.49,16.00,16.00,1.84
2004-10-03,14:32:59,38,21.96,17.00,13.00,1.46
2004-10-03,14:34:49,27,21.03,22.00,22.00,0.96
2004-10-03,14:34:54,94,26.48,17.00,16.00,1.60
2004-10-03,14:36:08,43,25.17,21.00,19.00,1.26
2004-10-03,14:36:39,42,24.02,14.00,17.00,1.55
2004-10-03,14:37:00,57,22.01,21.00,21.00,1.05
2004-10-03,14:37:18,73,27.50,18.00,15.00,1.67
2004-10-03,14:37:41,67,26.96,24.00,16.00,1.35
2004-10-03,14:38:04,7,27.33,24.00,16.00,1.37
2004-10-03,14:39:29,94,25.42,25.00,19.00,1.16
2004-10-03,14:43:17,15,27.75,14.00,20.00,1.63
2004-10-03,14:45:24,632,31.47,19.00,20.00,1.61
2004-10-03,14:46:37,67,29.16,13.00,24.00,1.58
2004-10-03,14:46:57,15,28.06,15.00,22.00,1.52
2004-10-03,14:47:17,94,28.19,27.00,19.00,1.23
2004-10-03,14:48:00,594,28.83,16.00,17.00,1.75
2004-10-03,14:49:28,610,29.35,23.00,21.00,1.33
2004-10-03,14:49:42,75,27.84,21.00,23.00,1.27
2004-10-03,14:49:47,7,29.11,24.00,18.00,1.39
2004-10-03,14:50:50,67,29.59,16.00,20.00,1.64
2004-10-03,14:51:30,15,29.94,17.00,23.00,1.50
2004-10-03,14:53:29,180,28.88,19.00,17.00,1.60
2004-10-03,14:54:41,27,22.26,20.00,13.00,1.35
2004-10-03,14:54:50,4,29.69,19.00,17.00,1.65
2004-10-03,14:55:33,57,28.92,18.00,22.00,1.45
2004-10-03,14:55:52,15,25.61,16.00,23.00,1.31
2004-10-03,14:56:18,11,27.67,15.00,14.00,1.91
2004-10-03,14:56:30,7,30.24,16.00,20.00,1.68
2004-10-03,14:57:25,41,28.42,16.00,19.00,1.62
2004-10-03,14:57:58,622,23.77,21.00,18.00,1.22
2004-10-03,14:59:13,594,28.11,27.00,24.00,1.10
2004-10-03,14:59:29,38,25.14,16.00,21.00,1.36
2004-10-03,14:59:35,94,28.64,19.00,21.00,1.43
2004-10-03,15:00:19,67,28.92,21.00,23.00,1.31
2004-10-03,15:00:41,43,23.00,21.00,16.00,1.24
2004-10-03,15:00:56,604,33.78,19.00,13.00,2.11
2004-10-03,15:02:46,41,26.76,22.00,21.00,1.24
2004-10-03,15:03:06,213,26.05,22.00,19.00,1.27
2004-10-03,15:05:09,594,28.51,16.00,21.00,1.54
2004-10-03,15:05:55,74,25.72,28.00,14.00,1.22
2004-10-03,15:07:09,4,29.49,23.00,21.00,1.34
2004-10-03,15:07:35,73,27.93,23.00,24.00,1.19
2004-10-03,15:07:54,56,24.12,17.00,22.00,1.24
2004-10-03,15:08:59,67,25.83,17.00,17.00,1.52
2004-10-03,15:09:15,213,23.61,18.00,15.00,1.43
2004-10-03,15:09:43,71,25.39,21.00,21.00,1.21
2004-10-03,15:10:03,42,11.71,20.00,16.00,0.65
2004-10-03,15:10:37,1,0.59,19.00,18.00,0.03
2004-10-03,15:11:54,594,25.90,14.00,25.00,1.33
2004-10-03,15:12:14,67,26.32,19.00,22.00,1.28
2004-10-03,15:12:58,41,26.36,20.00,15.00,1.51
2004-10-03,15:13:06,632,27.88,15.00,15.00,1.86
2004-10-03,15:16:45,67,21.30,21.00,17.00,1.12
2004-10-03,15:17:04,594,26.13,21.00,24.00,1.16
2004-10-03,15:18:10,11,26.60,12.00,25.00,1.44
2004-10-03,15:18:43,622,23.58,20.00,13.00,1.43
2004-10-03,15:20:02,4,24.59,22.00,14.00,1.37
2004-10-03,15:20:24,9,25.90,19.00,22.00,1.26
2004-10-03,15:20:41,67,27.29,14.00,18.00,1.71
2004-10-03,15:21:12,632,27.29,17.00,17.00,1.61
2004-10-03,15:23:21,604,32.15,18.00,11.00,2.22
2004-10-03,15:23:49,180,25.79,13.00,16.00,1.78
2004-10-03,15:26:45,41,26.25,22.00,14.00,1.46
2004-10-03,15:27:05,7,5.08,20.00,14.00,0.30
2004-10-03,15:27:59,594,27.37,10.00,18.00,1.96
2004-10-03,15:28:21,42,25.94,13.00,23.00,1.44
2004-10-03,15:29:23,180,28.83,18.00,15.00,1.75
2004-10-03,15:29:32,67,29.64,20.00,16.00,1.65
2004-10-03,15:30:50,94,28.24,17.00,21.00,1.49
2004-10-03,15:31:30,4,28.74,24.00,18.00,1.37
2004-10-03,15:31:44,7,26.72,21.00,13.00,1.57
2004-10-03,15:32:14,110,27.08,11.00,19.00,1.81
2004-10-03,15:32:31,9,27.54,21.00,19.00,1.38
2004-10-03,15:33:06,594,30.56,22.00,18.00,1.53
2004-10-03,15:33:23,632,27.97,13.00,16.00,1.93
2004-10-03,15:34:19,41,29.69,17.00,18.00,1.70
2004-10-03,15:34:42,11,32.03,16.00,23.00,1.64
2004-10-03,15:35:01,42,27.97,18.00,18.00,1.55
2004-10-03,15:35:52,74,21.80,20.00,21.00,1.06
2004-10-03,15:36:17,42,25.98,22.00,20.00,1.24
2004-10-03,15:36:29,604,32.15,20.00,26.00,1.40
2004-10-03,15:36:54,4,28.97,19.00,26.00,1.29
2004-10-03,15:38:07,180,28.88,18.00,17.00,1.65
2004-10-03,15:38:16,110,28.37,21.00,20.00,1.38
2004-10-03,15:39:15,56,26.48,20.00,21.00,1.29
2004-10-03,15:39:27,213,30.34,21.00,21.00,1.44
2004-10-03,15:40:31,41,29.21,27.00,18.00,1.30
2004-10-03,15:42:22,4,31.86,18.00,23.00,1.55
2004-10-03,15:42:40,110,28.64,24.00,25.00,1.17
2004-10-03,15:42:56,67,32.20,26.00,15.00,1.57
2004-10-03,15:44:02,93,24.93,19.00,19.00,1.31
2004-10-03,15:44:24,42,27.04,22.00,23.00,1.20
2004-10-03,15:44:32,94,28.10,24.00,26.00,1.12
2004-10-03,15:44:45,7,29.20,17.00,23.00,1.46
2004-10-03,15:45:52,43,26.44,27.00,24.00,1.04
2004-10-03,15:46:27,67,32.50,23.00,22.00,1.44
2004-10-03,15:47:18,622,29.69,18.00,21.00,1.52
2004-10-03,15:48:20,110,30.55,15.00,22.00,1.65
2004-10-03,15:54:38,110,31.19,23.00,21.00,1.42
2004-10-03,15:54:48,67,32.74,29.00,28.00,1.15
2004-10-03,15:55:11,7,7.76,28.00,19.00,0.33
2004-10-03,15:55:40,15,3.70,26.00,20.00,0.16
2004-10-03,15:55:55,213,28.64,19.00,22.00,1.40
2004-10-03,15:57:18,75,29.89,25.00,27.00,1.15
2004-10-03,15:58:03,41,28.74,27.00,22.00,1.17
2004-10-03,15:58:29,9,26.40,17.00,24.00,1.29
2004-10-03,15:58:48,631,27.67,23.00,20.00,1.29
2004-10-03,16:00:08,67,30.98,22.00,21.00,1.44
2004-10-03,16:00:15,56,19.32,21.00,19.00,0.97
2004-10-03,16:00:40,43,27.50,22.00,22.00,1.25
2004-10-03,16:00:48,36,1.48,24.00,20.00,0.07
2004-10-03,16:01:23,4,32.73,18.00,19.00,1.77
2004-10-03,16:02:31,15,24.38,20.00,19.00,1.25
2004-10-03,16:04:07,67,29.74,21.00,24.00,1.32
2004-10-03,16:10:02,454,24.15,24.00,14.00,1.27
2004-10-03,16:10:43,510,12.84,19.00,23.00,0.61
2004-10-03,16:10:46,110,27.71,22.00,23.00,1.23
2004-10-03,16:11:39,63,25.98,17.00,24.00,1.27
2004-10-03,16:12:29,67,30.14,25.00,23.00,1.26
2004-10-03,16:13:29,56,28.32,23.00,16.00,1.45
2004-10-03,16:15:54,631,26.80,14.00,19.00,1.62
2004-10-03,16:16:17,4,29.79,19.00,15.00,1.75
2004-10-03,16:18:12,68,28.10,21.00,14.00,1.61
2004-10-03,16:20:13,510,14.03,14.00,70.00,0.33
2004-10-03,16:21:31,4,25.68,14.00,18.00,1.60
2004-10-03,16:21:56,631,27.33,18.00,17.00,1.56
2004-10-03,16:23:26,71,23.21,18.00,16.00,1.37
2004-10-03,16:23:39,510,6.28,22.00,12.00,0.37
2004-10-03,16:24:27,180,28.83,15.00,13.00,2.06
2004-10-03,16:24:42,67,27.67,15.00,17.00,1.73
2004-10-03,16:24:55,68,26.84,19.00,13.00,1.68
2004-10-03,16:25:14,56,25.21,12.00,15.00,1.87
2004-10-03,16:26:29,15,25.57,20.00,18.00,1.35
2004-10-03,16:28:15,67,28.06,21.00,17.00,1.48
2004-10-03,16:29:00,510,9.28,16.00,21.00,0.50
2004-10-03,16:29:35,110,1.52,17.00,17.00,0.09
2004-10-03,16:32:56,604,29.49,21.00,18.00,1.51
2004-10-03,16:34:09,631,26.32,15.00,13.00,1.88
2004-10-03,16:34:48,454,2.22,15.00,17.00,0.14
2004-10-03,16:38:20,7,26.60,13.00,20.00,1.61
2004-10-03,16:39:38,510,9.75,19.00,10.00,0.67
2004-10-03,16:40:15,68,25.03,10.00,11.00,2.38
2004-10-03,16:40:42,110,23.27,12.00,16.00,1.66
2004-10-03,16:41:04,4,12.54,12.00,19.00,0.81
2004-10-03,16:41:35,631,19.64,18.00,16.00,1.16
2004-10-03,16:43:52,85,22.40,13.00,15.00,1.60
2004-10-03,16:44:46,604,29.89,16.00,18.00,1.76
