Place,HelmName,Fleet,Status
1,Daniel Borgelind,Men,Gold Fleet
2,Torsten Mallon,Men,Pro Fleet
3,Martyn Ogier,Men,Pro Fleet
4,Patrick Van Hoof,Men,Pro Fleet
5,Anders Bjorkqvist,Men,Gold Fleet
6,Johan Gelander,Men,Pro Fleet
7,David Garrel,Men,Pro Fleet
