Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Adrian Wallis,Men's Sailboard,Gold Fleet,21.37,21.04,21.21
2,Paul Morris,Men's Sailboard,Gold Fleet,20.03,19.67,19.85
3,Tom Wells,Men's Sailboard,Youth Fleet,19.75,19.39,19.57
4,Gavin Nicholson,Men's Sailboard,Gold Fleet,19.89,19.22,19.55
5,Duncan Adam,Men's Sailboard,Amateur,20.03,18.96,19.50
6,Nic Dodd,Men's Sailboard,Gold Fleet,17.33,15.40,16.37
7,Sebastian Round,Men's Sailboard,Youth Fleet,14.26,13.99,14.12
