Place,Helmname,Fleet,Status,Run 1 (kts),Run 2 (kts),Avg (kts)
1,Kate Strange,Women's Sailboard,Youth Fleet,20.84,18.87,19.86
2,Zara Davis,Women's Sailboard,Pro Fleet,19.03,18.09,18.56
3,Emily Hall,Women's Sailboard,Youth Fleet,12.87,,6.44
