Place,HelmName,Fleet,Status
1,Paul Morris,Men's Sailboard,Gold Fleet
2,Ginge Ashmore,Men's Sailboard,Amateur
3,Nic Dodd,Men's Sailboard,Gold Fleet
4,Sam Latham,Men's Sailboard,Pro Fleet
