Place,HelmName,Fleet,Status
1,Gavin Furmenger,Men's Sailboard,Amateur
2,Matthew Spooner,Men's Sailboard,Gold Fleet
3,Adrian Wallis,Men's Sailboard,Gold Fleet
4,Jamie Walker,Men's Sailboard,Gold Fleet
5,Stephen Sugden,Men's Sailboard,Gold Fleet
6,Garry Connell,Men's Sailboard,Amateur
